sim_time,callsign,x_nm,y_nm,altitude,heading,airspeed,target_altitude,target_heading,target_airspeed,loc,gs,on_ground,star,target_wpt,terminal,cmd_raw,cmd_abort,cmd_heading,cmd_altitude_ft,cmd_speed,cmd_waypoint,cmd_holding_wpt,cmd_holding_turn,cmd_landing_runway,cmd_expedite_alt,cmd_expedite_speed
12.0,LH416,29.172688,4.0002,6780.0,270.0,228.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
13.0,LH416,29.101422,4.0002,6760.0,270.0,226.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
14.0,LH416,29.030812,4.0002,6740.0,270.0,224.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
15.0,LH416,28.960858,4.0002,6720.0,270.0,222.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
16.0,LH416,28.891558,4.0002,6700.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
17.0,LH416,28.822282,4.0002,6680.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
18.0,LH416,28.753031,4.0002,6660.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
19.0,LH416,28.683804,4.0002,6640.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
20.0,LH416,28.614602,4.0002,6620.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
21.0,LH416,28.545424,4.0002,6600.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
22.0,LH416,28.476271,4.0002,6580.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
23.0,LH416,28.407142,4.0002,6560.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
24.0,LH416,28.338038,4.0002,6540.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
25.0,LH416,28.268958,4.0002,6520.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
26.0,LH416,28.199902,4.0002,6500.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
27.0,LH416,28.130871,4.0002,6480.0,270.0,220.0,5000,270.0,220,False,False,,NORTH3,WP13,,,,,,,,,,,,
