sim_time,callsign,x_nm,y_nm,altitude,heading,airspeed,target_altitude,target_heading,target_airspeed,loc,gs,on_ground,star,target_wpt,terminal,cmd_raw,cmd_abort,cmd_heading,cmd_altitude_ft,cmd_speed,cmd_waypoint,cmd_holding_wpt,cmd_holding_turn,cmd_landing_runway,cmd_expedite_alt,cmd_expedite_speed
692.0,DL811,7.765881,-7.655786,2376.977424621582,86.0,180.0,2000,360,180,False,False,,,,,c 360 c 2,,360,2000,,,,,,,
693.0,DL811,7.817847,-7.649405,2356.977424621582,83.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
694.0,DL811,7.869389,-7.640317,2336.977424621582,80.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
695.0,DL811,7.920365,-7.628548,2316.977424621582,77.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
696.0,DL811,7.970636,-7.614133,2296.977424621582,74.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
697.0,DL811,8.020065,-7.597114,2276.977424621582,71.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
698.0,DL811,8.068517,-7.577538,2256.977424621582,68.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
699.0,DL811,8.11586,-7.555461,2236.977424621582,65.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
700.0,DL811,8.161965,-7.530947,2216.977424621582,62.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
701.0,DL811,8.206706,-7.504064,2196.977424621582,59.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
702.0,DL811,8.249963,-7.474887,2176.977424621582,56.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
703.0,DL811,8.291617,-7.443498,2156.977424621582,53.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
704.0,DL811,8.331557,-7.409985,2136.977424621582,50.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
705.0,DL811,8.369673,-7.374441,2116.977424621582,47.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
706.0,DL811,8.405862,-7.336966,2096.977424621582,44.0,180.0,2000,360,180,False,False,,,,,,,,,,,,,,,
