sim_time,callsign,x_nm,y_nm,altitude,heading,airspeed,target_altitude,target_heading,target_airspeed,loc,gs,on_ground,star,target_wpt,terminal,cmd_raw,cmd_abort,cmd_heading,cmd_altitude_ft,cmd_speed,cmd_waypoint,cmd_holding_wpt,cmd_holding_turn,cmd_landing_runway,cmd_expedite_alt,cmd_expedite_speed
322.0,BA323,18.112661,1.381168,3140.0,237.0,180.0,3054.882287979126,240,180,False,False,,,,,c 240,,240,,,,,,,,
323.0,BA323,18.066658,1.354608,3120.0,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
324.0,BA323,18.020672,1.328058,3100.0,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
325.0,BA323,17.974704,1.301518,3080.0,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
326.0,BA323,17.928752,1.274988,3060.0,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
327.0,BA323,17.882805,1.248461,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
328.0,BA323,17.836859,1.221933,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
329.0,BA323,17.790912,1.195406,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
330.0,BA323,17.744965,1.168878,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
331.0,BA323,17.699018,1.142351,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
332.0,BA323,17.653071,1.115823,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
333.0,BA323,17.607124,1.089296,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
334.0,BA323,17.561177,1.062768,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
335.0,BA323,17.51523,1.036241,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
336.0,BA323,17.469284,1.009714,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
337.0,BA323,17.423337,0.983186,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
338.0,BA323,17.37739,0.956659,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
339.0,BA323,17.331443,0.930131,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
340.0,BA323,17.285496,0.903604,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
341.0,BA323,17.239549,0.877076,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
342.0,BA323,17.193602,0.850549,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
343.0,BA323,17.147655,0.824022,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
344.0,BA323,17.101709,0.797494,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
345.0,BA323,17.055762,0.770967,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
346.0,BA323,17.009815,0.744439,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
347.0,BA323,16.963868,0.717912,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
348.0,BA323,16.917921,0.691384,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
349.0,BA323,16.871974,0.664857,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
350.0,BA323,16.826027,0.638329,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
351.0,BA323,16.78008,0.611802,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
352.0,BA323,16.734134,0.585275,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
353.0,BA323,16.688187,0.558747,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
354.0,BA323,16.64224,0.53222,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
355.0,BA323,16.596293,0.505692,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
356.0,BA323,16.550346,0.479165,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
357.0,BA323,16.504399,0.452637,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
358.0,BA323,16.458452,0.42611,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
359.0,BA323,16.412505,0.399582,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
360.0,BA323,16.366559,0.373055,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
361.0,BA323,16.320612,0.346528,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
362.0,BA323,16.274665,0.32,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
363.0,BA323,16.228718,0.293473,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
364.0,BA323,16.182771,0.266945,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
365.0,BA323,16.136824,0.240418,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
366.0,BA323,16.090877,0.21389,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
367.0,BA323,16.04493,0.187363,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
368.0,BA323,15.998984,0.160835,3054.882287979126,240,180.0,3054.882287979126,240,180,False,False,,,,,,,,,,,,,,,
