sim_time,callsign,x_nm,y_nm,altitude,heading,airspeed,target_altitude,target_heading,target_airspeed,loc,gs,on_ground,star,target_wpt,terminal,cmd_raw,cmd_abort,cmd_heading,cmd_altitude_ft,cmd_speed,cmd_waypoint,cmd_holding_wpt,cmd_holding_turn,cmd_landing_runway,cmd_expedite_alt,cmd_expedite_speed
718.0,BA44,14.890301,8.966497,3622.744560241699,92.0,190.0,3622.744560241699,180,190,False,False,,,,,c 180,,180,,,,,,,,
719.0,BA44,14.946687,8.961564,3622.744560241699,95.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
720.0,BA44,15.002738,8.953686,3622.744560241699,98.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
721.0,BA44,15.0583,8.942886,3622.744560241699,101.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
722.0,BA44,15.113221,8.929193,3622.744560241699,104.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
723.0,BA44,15.167349,8.912644,3622.744560241699,107.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
724.0,BA44,15.220537,8.893285,3622.744560241699,110.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
725.0,BA44,15.27264,8.871169,3622.744560241699,113.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
726.0,BA44,15.323513,8.846356,3622.744560241699,116.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
727.0,BA44,15.373018,8.818915,3622.744560241699,119.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
728.0,BA44,15.421019,8.788921,3622.744560241699,122.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
729.0,BA44,15.467385,8.756455,3622.744560241699,125.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
730.0,BA44,15.511987,8.721608,3622.744560241699,128.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
731.0,BA44,15.554705,8.684474,3622.744560241699,131.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
732.0,BA44,15.595421,8.645155,3622.744560241699,134.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
733.0,BA44,15.634024,8.603759,3622.744560241699,137.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
734.0,BA44,15.670406,8.560399,3622.744560241699,140.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
735.0,BA44,15.70447,8.515195,3622.744560241699,143.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
736.0,BA44,15.736122,8.46827,3622.744560241699,146.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
737.0,BA44,15.765274,8.419753,3622.744560241699,149.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
738.0,BA44,15.791847,8.369777,3622.744560241699,152.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
739.0,BA44,15.815768,8.318478,3622.744560241699,155.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
740.0,BA44,15.836971,8.265998,3622.744560241699,158.0,190.0,3622.744560241699,180,190,False,False,,,,,,,,,,,,,,,
